순번,변수,라벨,문항그룹,유형,결측률(%),고유값수,값설명,노트북사용
73,Q10_1A19,문10-1. 당일형 산림휴양.복지활동 경험 종류,Q10-1. 당일형 — 경험한 활동 종류(29종),범주형(코드),99.9,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타",
74,Q10_1A20,문10-1. 당일형 산림휴양.복지활동 경험 종류,Q10-1. 당일형 — 경험한 활동 종류(29종),범주형(코드),99.9,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타",
75,Q10_1A21,문10-1. 당일형 산림휴양.복지활동 경험 종류,Q10-1. 당일형 — 경험한 활동 종류(29종),범주형(코드),98.3,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타",
76,Q10_1A22,문10-1. 당일형 산림휴양.복지활동 경험 종류,Q10-1. 당일형 — 경험한 활동 종류(29종),삭제됨(전량결측),100.0,0,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타",
77,Q10_1A23,문10-1. 당일형 산림휴양.복지활동 경험 종류,Q10-1. 당일형 — 경험한 활동 종류(29종),범주형(코드),99.9,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타",
78,Q10_1A24,문10-1. 당일형 산림휴양.복지활동 경험 종류,Q10-1. 당일형 — 경험한 활동 종류(29종),범주형(코드),99.9,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타",
79,Q10_1A25,문10-1. 당일형 산림휴양.복지활동 경험 종류,Q10-1. 당일형 — 경험한 활동 종류(29종),범주형(코드),99.8,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타",
80,Q10_1A26,문10-1. 당일형 산림휴양.복지활동 경험 종류,Q10-1. 당일형 — 경험한 활동 종류(29종),범주형(코드),99.6,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타",
81,Q10_1A27,문10-1. 당일형 산림휴양.복지활동 경험 종류,Q10-1. 당일형 — 경험한 활동 종류(29종),범주형(코드),99.1,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타",
82,Q10_1A28,문10-1. 당일형 산림휴양.복지활동 경험 종류,Q10-1. 당일형 — 경험한 활동 종류(29종),범주형(코드),99.6,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타",
83,Q10_1A29,문10-1. 당일형 산림휴양.복지활동 경험 종류,Q10-1. 당일형 — 경험한 활동 종류(29종),삭제됨(전량결측),100.0,0,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타",
84,Q10_1_ETC,문10-1. 당일형 산림휴양.복지활동 경험 종류_기타내용,Q10-1. 당일형 — 경험한 활동 종류(29종),삭제됨(전량결측),100.0,0,,
85,Q10_2A1,문10-2. 숙박형 산림휴양.복지활동 경험 종류,Q10-2. 숙박형 — 경험한 활동 종류(29종),범주형(코드),97.7,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타",
86,Q10_2A2,문10-2. 숙박형 산림휴양.복지활동 경험 종류,Q10-2. 숙박형 — 경험한 활동 종류(29종),범주형(코드),97.2,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타",
87,Q10_2A3,문10-2. 숙박형 산림휴양.복지활동 경험 종류,Q10-2. 숙박형 — 경험한 활동 종류(29종),범주형(코드),98.0,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타",
88,Q10_2A4,문10-2. 숙박형 산림휴양.복지활동 경험 종류,Q10-2. 숙박형 — 경험한 활동 종류(29종),범주형(코드),100.0,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타",
89,Q10_2A5,문10-2. 숙박형 산림휴양.복지활동 경험 종류,Q10-2. 숙박형 — 경험한 활동 종류(29종),범주형(코드),99.1,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타",
90,Q10_2A6,문10-2. 숙박형 산림휴양.복지활동 경험 종류,Q10-2. 숙박형 — 경험한 활동 종류(29종),범주형(코드),93.9,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타",
91,Q10_2A7,문10-2. 숙박형 산림휴양.복지활동 경험 종류,Q10-2. 숙박형 — 경험한 활동 종류(29종),범주형(코드),99.9,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타",
92,Q10_2A8,문10-2. 숙박형 산림휴양.복지활동 경험 종류,Q10-2. 숙박형 — 경험한 활동 종류(29종),범주형(코드),99.7,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타",
93,Q10_2A9,문10-2. 숙박형 산림휴양.복지활동 경험 종류,Q10-2. 숙박형 — 경험한 활동 종류(29종),범주형(코드),85.5,1,"1=등산; 2=하이킹(산책); 3=트레킹; 4=오리엔티어링, 지오캐싱; 5=소풍(피크닉); 6=야영(캠핑); 7=백패킹(배낭도보여행); 8=동식물 관찰 및 학습; 9=자연풍경감상; 10=명소탐방; 11=산나물 등 임산물 수확체험; 12=나무심기, 숲가꾸기 작업체험; 13=산림체조; 14=산림욕; 15=목재공작(목공예); 16=숲속생활 체험; 17=산악마라톤; 18=산악스키(스노슈잉 포함); 19=산악자전거 타기; 20=행글라이딩 및 패러글라이딩; 21=래프팅, 계곡물놀이 등 수상활동; 22=산악승마; 23=동굴탐험, 계곡탐험; 24=암벽 및 빙벽타기; 25=숲속 족욕 및 스파; 26=숲속 문화공연 체험 .관람; 27=로프체험(짚라인 등); 28=별 관찰; 29=기타",
